Group,Subgroup,Pathway
Disease,Infectious disease,R-HSA-1222541
Disease,Infectious disease,R-HSA-162594
Disease,Infectious disease,R-HSA-162599
Disease,Infectious disease,R-HSA-164952
Disease,Infectious disease,R-HSA-176033
Disease,Infectious disease,R-HSA-176034
Disease,Infectious disease,R-HSA-177243
Disease,Infectious disease,R-HSA-180534
Disease,Infectious disease,R-HSA-180585
Disease,Infectious disease,R-HSA-180689
Disease,Infectious disease,R-HSA-168298
Disease,Infectious disease,R-HSA-168302
Disease,Infectious disease,R-HSA-168303
Disease,Infectious disease,R-HSA-168316
Disease,Infectious disease,R-HSA-168288
Disease,Infectious disease,R-HSA-168336
Disease,Infectious disease,R-HSA-168325
Disease,Infectious disease,R-HSA-192814
Disease,Infectious disease,R-HSA-192823
Disease,Infectious disease,R-HSA-192869
Disease,Infectious disease,R-HSA-192905
Disease,Infectious disease,R-HSA-168330
Disease,Infectious disease,R-HSA-168333
Disease,Infectious disease,R-HSA-168305
Disease,Infectious disease,R-HSA-168315
Disease,Infectious disease,R-HSA-169131
Disease,Infectious disease,R-HSA-5250955
Disease,Infectious disease,R-HSA-5250958
Disease,Infectious disease,R-HSA-5250968
Disease,Infectious disease,R-HSA-5250971
Disease,Infectious disease,R-HSA-5250981
Disease,Infectious disease,R-HSA-5250982
Disease,Infectious disease,R-HSA-5250989
Disease,Infectious disease,R-HSA-5250992
Disease,Infectious disease,R-HSA-9637698
Disease,Infectious disease,R-HSA-9635465
Disease,Infectious disease,R-HSA-9635644
Disease,Infectious disease,R-HSA-9636569
Disease,Infectious disease,R-HSA-9636667
Disease,Infectious disease,R-HSA-9637687
Disease,Infectious disease,R-HSA-9664417
Disease,Infectious disease,R-HSA-9673324
Disease,Infectious disease,R-HSA-9660826
Disease,Infectious disease,R-HSA-9662851
Disease,Infectious disease,R-HSA-9678110
Disease,Infectious disease,R-HSA-9679504
Disease,Infectious disease,R-HSA-9679509
Disease,Infectious disease,R-HSA-9679514
Disease,Infectious disease,R-HSA-9683701
Disease,Infectious disease,R-HSA-9692914
Disease,Infectious disease,R-HSA-9705683
Disease,Infectious disease,R-HSA-9772572
Disease,Infectious disease,R-HSA-9772573
Disease,Infectious disease,R-HSA-162585
Disease,Infectious disease,R-HSA-162589
Disease,Infectious disease,R-HSA-162592
Disease,Infectious disease,R-HSA-173107
Disease,Infectious disease,R-HSA-162588
Disease,Infectious disease,R-HSA-165054
Disease,Infectious disease,R-HSA-167172
Disease,Infectious disease,R-HSA-175474
Disease,Infectious disease,R-HSA-164938
Disease,Infectious disease,R-HSA-164944
Disease,Infectious disease,R-HSA-168888
Disease,Infectious disease,R-HSA-168874
Disease,Infectious disease,R-HSA-180897
Disease,Infectious disease,R-HSA-180910
Disease,Infectious disease,R-HSA-180746
Disease,Infectious disease,R-HSA-9636249
Disease,Infectious disease,R-HSA-9636383
Disease,Infectious disease,R-HSA-9636467
Disease,Infectious disease,R-HSA-9660821
Disease,Infectious disease,R-HSA-9662834
Disease,Infectious disease,R-HSA-9664323
Disease,Infectious disease,R-HSA-9664535
Disease,Infectious disease,R-HSA-9664422
Disease,Infectious disease,R-HSA-9683439
Disease,Infectious disease,R-HSA-9684325
Disease,Infectious disease,R-HSA-9682706
Disease,Infectious disease,R-HSA-9682708
Disease,Infectious disease,R-HSA-9683610
Disease,Infectious disease,R-HSA-9683612
Disease,Infectious disease,R-HSA-9683673
Disease,Infectious disease,R-HSA-9683683
Disease,Infectious disease,R-HSA-9683686
Disease,Infectious disease,R-HSA-9692912
Disease,Infectious disease,R-HSA-9692913
Disease,Infectious disease,R-HSA-9692916
Disease,Infectious disease,R-HSA-9735869
Disease,Infectious disease,R-HSA-9735871
Disease,Infectious disease,R-HSA-9705671
Disease,Infectious disease,R-HSA-9705677
Disease,Infectious disease,R-HSA-9754560
Disease,Infectious disease,R-HSA-9754678
Disease,Infectious disease,R-HSA-9755779
Disease,Infectious disease,R-HSA-9694614
Disease,Infectious disease,R-HSA-9694676
Disease,Infectious disease,R-HSA-9694682
Disease,Infectious disease,R-HSA-9694322
Disease,Infectious disease,R-HSA-9694635
Disease,Infectious disease,R-HSA-9727281
Disease,Infectious disease,R-HSA-9733458
Disease,Infectious disease,R-HSA-164516
Disease,Infectious disease,R-HSA-164525
Disease,Infectious disease,R-HSA-164843
Disease,Infectious disease,R-HSA-175567
Disease,Infectious disease,R-HSA-177539
Disease,Infectious disease,R-HSA-164939
Disease,Infectious disease,R-HSA-164940
Disease,Infectious disease,R-HSA-167590
Disease,Infectious disease,R-HSA-182218
Disease,Infectious disease,R-HSA-167152
Disease,Infectious disease,R-HSA-167160
Disease,Infectious disease,R-HSA-167161
Disease,Infectious disease,R-HSA-167162
Disease,Infectious disease,R-HSA-167169
Disease,Infectious disease,R-HSA-167238
Disease,Infectious disease,R-HSA-167243
Disease,Infectious disease,R-HSA-167287
Disease,Infectious disease,R-HSA-167290
Disease,Infectious disease,R-HSA-171286
Disease,Infectious disease,R-HSA-174495
Disease,Infectious disease,R-HSA-9694493
Disease,Infectious disease,R-HSA-9694548
Disease,Infectious disease,R-HSA-9694594
Disease,Infectious disease,R-HSA-9694631
Disease,Infectious disease,R-HSA-9694719
Disease,Infectious disease,R-HSA-9694271
Disease,Infectious disease,R-HSA-9694301
Disease,Infectious disease,R-HSA-9694686
Disease,Infectious disease,R-HSA-9694786
Disease,Infectious disease,R-HSA-167158
Disease,Infectious disease,R-HSA-167242
Disease,Infectious disease,R-HSA-167246
Disease,Infectious disease,R-HSA-174490
Disease,Infectious disease,R-HSA-167200
Disease,Diseases of metabolism,R-HSA-5668914
Disease,Diseases of metabolism,R-HSA-2160456
Disease,Diseases of metabolism,R-HSA-2978092
Disease,Diseases of metabolism,R-HSA-3296482
Disease,Diseases of metabolism,R-HSA-3781865
Disease,Diseases of metabolism,R-HSA-5579029
Disease,Diseases of metabolism,R-HSA-5579031
Disease,Diseases of metabolism,R-HSA-5663084
Disease,Diseases of metabolism,R-HSA-5687613
Disease,Diseases of metabolism,R-HSA-9735804
Disease,Diseases of metabolism,R-HSA-9759774
Disease,Diseases of metabolism,R-HSA-3296469
Disease,Diseases of metabolism,R-HSA-3323169
Disease,Diseases of metabolism,R-HSA-3560782
Disease,Diseases of metabolism,R-HSA-3781860
Disease,Diseases of metabolism,R-HSA-3906995
Disease,Diseases of metabolism,R-HSA-5609975
Disease,Diseases of metabolism,R-HSA-5578995
Disease,Diseases of metabolism,R-HSA-5578996
Disease,Diseases of metabolism,R-HSA-5578997
Disease,Diseases of metabolism,R-HSA-5578998
Disease,Diseases of metabolism,R-HSA-5578999
Disease,Diseases of metabolism,R-HSA-5579000
Disease,Diseases of metabolism,R-HSA-5579002
Disease,Diseases of metabolism,R-HSA-5579004
Disease,Diseases of metabolism,R-HSA-5579005
Disease,Diseases of metabolism,R-HSA-5579006
Disease,Diseases of metabolism,R-HSA-5579007
Disease,Diseases of metabolism,R-HSA-5579009
Disease,Diseases of metabolism,R-HSA-5579010
Disease,Diseases of metabolism,R-HSA-5579011
Disease,Diseases of metabolism,R-HSA-5579012
Disease,Diseases of metabolism,R-HSA-5579013
Disease,Diseases of metabolism,R-HSA-5579014
Disease,Diseases of metabolism,R-HSA-5579015
Disease,Diseases of metabolism,R-HSA-5579016
Disease,Diseases of metabolism,R-HSA-5579017
Disease,Diseases of metabolism,R-HSA-5579019
Disease,Diseases of metabolism,R-HSA-5579020
Disease,Diseases of metabolism,R-HSA-5579021
Disease,Diseases of metabolism,R-HSA-5579022
Disease,Diseases of metabolism,R-HSA-5579024
Disease,Diseases of metabolism,R-HSA-5579026
Disease,Diseases of metabolism,R-HSA-5579027
Disease,Diseases of metabolism,R-HSA-5579028
Disease,Diseases of metabolism,R-HSA-5579030
Disease,Diseases of metabolism,R-HSA-5579032
Disease,Diseases of metabolism,R-HSA-9035968
Disease,Diseases of metabolism,R-HSA-2206281
Disease,Diseases of metabolism,R-HSA-3229121
Disease,Diseases of metabolism,R-HSA-5657560
Disease,Diseases of metabolism,R-HSA-5657562
Disease,Diseases of metabolism,R-HSA-5659898
Disease,Diseases of metabolism,R-HSA-5662853
Disease,Diseases of metabolism,R-HSA-6791465
Disease,Diseases of metabolism,R-HSA-5687583
Disease,Diseases of metabolism,R-HSA-5687868
Disease,Diseases of metabolism,R-HSA-5688031
Disease,Diseases of metabolism,R-HSA-5688354
Disease,Diseases of metabolism,R-HSA-5688399
Disease,Diseases of metabolism,R-HSA-5688849
Disease,Diseases of metabolism,R-HSA-5688890
Disease,Diseases of metabolism,R-HSA-9734207
Disease,Diseases of metabolism,R-HSA-9735786
Disease,Diseases of metabolism,R-HSA-9759785
Disease,Diseases of metabolism,R-HSA-2206280
Disease,Diseases of metabolism,R-HSA-2206282
Disease,Diseases of metabolism,R-HSA-2206285
Disease,Diseases of metabolism,R-HSA-2206290
Disease,Diseases of metabolism,R-HSA-2206291
Disease,Diseases of metabolism,R-HSA-2206292
Disease,Diseases of metabolism,R-HSA-2206296
Disease,Diseases of metabolism,R-HSA-2206302
Disease,Diseases of metabolism,R-HSA-2206305
Disease,Diseases of metabolism,R-HSA-2206307
Disease,Diseases of metabolism,R-HSA-2206308
Disease,Diseases of metabolism,R-HSA-3229133
Disease,Diseases of metabolism,R-HSA-3274531
Disease,Diseases of metabolism,R-HSA-3282872
Disease,Diseases of metabolism,R-HSA-3785653
Disease,Diseases of metabolism,R-HSA-3814836
Disease,Diseases of metabolism,R-HSA-3828062
Disease,Diseases of metabolism,R-HSA-3858516
Disease,Diseases of metabolism,R-HSA-3878781
Disease,Diseases of metabolism,R-HSA-5357609
Disease,Diseases of metabolism,R-HSA-3359454
Disease,Diseases of metabolism,R-HSA-3359457
Disease,Diseases of metabolism,R-HSA-3359462
Disease,Diseases of metabolism,R-HSA-3359463
Disease,Diseases of metabolism,R-HSA-3359467
Disease,Diseases of metabolism,R-HSA-3359469
Disease,Diseases of metabolism,R-HSA-3359471
Disease,Diseases of metabolism,R-HSA-3359473
Disease,Diseases of metabolism,R-HSA-3359474
Disease,Diseases of metabolism,R-HSA-3359475
Disease,Diseases of metabolism,R-HSA-3359485
Disease,Diseases of metabolism,R-HSA-5683329
Disease,Diseases of metabolism,R-HSA-3371598
Disease,Diseases of metabolism,R-HSA-3371599
Disease,Diseases of metabolism,R-HSA-3560783
Disease,Diseases of metabolism,R-HSA-3560792
Disease,Diseases of metabolism,R-HSA-3560796
Disease,Diseases of metabolism,R-HSA-3560801
Disease,Diseases of metabolism,R-HSA-3595172
Disease,Diseases of metabolism,R-HSA-3595174
Disease,Diseases of metabolism,R-HSA-3595177
Disease,Diseases of metabolism,R-HSA-3656225
Disease,Diseases of metabolism,R-HSA-3656234
Disease,Diseases of metabolism,R-HSA-3656237
Disease,Diseases of metabolism,R-HSA-3656243
Disease,Diseases of metabolism,R-HSA-3656244
Disease,Diseases of metabolism,R-HSA-3656248
Disease,Diseases of metabolism,R-HSA-3656253
Disease,Diseases of metabolism,R-HSA-4420332
Disease,Diseases of metabolism,R-HSA-4341670
Disease,Diseases of metabolism,R-HSA-4549349
Disease,Diseases of metabolism,R-HSA-4549356
Disease,Diseases of metabolism,R-HSA-4549380
Disease,Diseases of metabolism,R-HSA-4551295
Disease,Diseases of metabolism,R-HSA-4570571
Disease,Diseases of metabolism,R-HSA-4687000
Disease,Diseases of metabolism,R-HSA-4720454
Disease,Diseases of metabolism,R-HSA-4720475
Disease,Diseases of metabolism,R-HSA-4720489
Disease,Diseases of metabolism,R-HSA-4724289
Disease,Diseases of metabolism,R-HSA-4724325
Disease,Diseases of metabolism,R-HSA-4793950
Disease,Diseases of metabolism,R-HSA-4793952
Disease,Diseases of metabolism,R-HSA-4793953
Disease,Diseases of metabolism,R-HSA-4793954
Disease,Diseases of metabolism,R-HSA-5633231
Disease,Diseases of metabolism,R-HSA-5083625
Disease,Diseases of metabolism,R-HSA-5083627
Disease,Diseases of metabolism,R-HSA-5083628
Disease,Diseases of metabolism,R-HSA-5083629
Disease,Diseases of metabolism,R-HSA-5083630
Disease,Diseases of metabolism,R-HSA-5083632
Disease,Diseases of metabolism,R-HSA-5083633
Disease,Diseases of metabolism,R-HSA-5083635
Disease,Diseases of metabolism,R-HSA-5083636
Disease,Diseases of metabolism,R-HSA-4043911
Disease,Diseases of metabolism,R-HSA-4043916
Disease,Diseases of metabolism,R-HSA-4085011
Disease,Diseases of metabolism,R-HSA-4085023
Disease,Diseases of metabolism,R-HSA-4717374
Disease,Diseases of metabolism,R-HSA-4719360
Disease,Diseases of metabolism,R-HSA-4719377
Disease,Diseases of metabolism,R-HSA-4755579
Disease,Diseases of metabolism,R-HSA-4755583
Disease,Diseases of metabolism,R-HSA-4755609
Disease,Diseases of metabolism,R-HSA-5609974
Disease,Diseases of metabolism,R-HSA-5609976
Disease,Diseases of metabolism,R-HSA-5609977
Disease,Diseases of metabolism,R-HSA-5609978
Disease,Diseases of metabolism,R-HSA-5659996
Disease,Diseases of metabolism,R-HSA-6791055
Disease,Diseases of metabolism,R-HSA-6791461
Disease,Diseases of metabolism,R-HSA-6791462
Disease,Diseases of metabolism,R-HSA-9734195
Disease,Diseases of metabolism,R-HSA-9734281
Disease,Diseases of metabolism,R-HSA-9734735
Disease,Diseases of metabolism,R-HSA-9735763
Disease,Diseases of metabolism,R-HSA-3359478
Disease,Diseases of programmed cell death,R-HSA-9645723
Disease,Diseases of programmed cell death,R-HSA-9693928
Disease,Diseases of programmed cell death,R-HSA-9710421
Disease,Diseases of programmed cell death,R-HSA-9734009
Disease,Diseases of programmed cell death,R-HSA-9686347
Disease,Diseases of programmed cell death,R-HSA-8863678
Disease,Diseases of programmed cell death,R-HSA-9645722
Disease,Diseases of programmed cell death,R-HSA-9723907
Disease,Diseases of programmed cell death,R-HSA-8862803
Disease,Diseases of programmed cell death,R-HSA-9723905
Disease,Diseases of hemostasis,R-HSA-9671793
Disease,Diseases of hemostasis,R-HSA-9651496
Disease,Diseases of hemostasis,R-HSA-9657688
Disease,Diseases of hemostasis,R-HSA-9657689
Disease,Diseases of hemostasis,R-HSA-9662001
Disease,Diseases of hemostasis,R-HSA-9668250
Disease,Diseases of hemostasis,R-HSA-9672383
Disease,Diseases of hemostasis,R-HSA-9672387
Disease,Diseases of hemostasis,R-HSA-9672391
Disease,Diseases of hemostasis,R-HSA-9672393
Disease,Diseases of hemostasis,R-HSA-9672395
Disease,Diseases of hemostasis,R-HSA-9672396
Disease,Diseases of hemostasis,R-HSA-9672397
Disease,Diseases of hemostasis,R-HSA-9674519
Disease,Diseases of hemostasis,R-HSA-9673202
Disease,Diseases of hemostasis,R-HSA-9673218
Disease,Diseases of hemostasis,R-HSA-9673221
Disease,Diseases of hemostasis,R-HSA-9673240
Disease,Diseases of mitotic cell cycle,R-HSA-9675126
Disease,Diseases of mitotic cell cycle,R-HSA-9673013
Disease,Diseases of mitotic cell cycle,R-HSA-9687139
Disease,Diseases of mitotic cell cycle,R-HSA-9006821
Disease,Diseases of mitotic cell cycle,R-HSA-9659787
Disease,Diseases of mitotic cell cycle,R-HSA-9687136
Disease,Diseases of mitotic cell cycle,R-HSA-9670621
Disease,Diseases of mitotic cell cycle,R-HSA-9661069
Disease,Diseases of mitotic cell cycle,R-HSA-9661070
Disease,Diseases of mitotic cell cycle,R-HSA-9670613
Disease,Diseases of mitotic cell cycle,R-HSA-9670615
Disease,Diseases of cellular response to stress,R-HSA-9675132
Disease,Diseases of cellular response to stress,R-HSA-9630747
Disease,Diseases of cellular response to stress,R-HSA-9630750
Disease,Diseases of cellular response to stress,R-HSA-9632693
Disease,Diseases of cellular response to stress,R-HSA-9646303
Disease,Diseases of cellular response to stress,R-HSA-9646304
Disease,Diseases of cellular response to stress,R-HSA-9630791
Disease,Diseases of cellular response to stress,R-HSA-9630794
Disease,Diseases of cellular response to stress,R-HSA-9632697
Disease,Diseases of cellular response to stress,R-HSA-9632700
Disease,Diseases of DNA repair,R-HSA-9675135
Disease,Diseases of DNA repair,R-HSA-5423599
Disease,Diseases of DNA repair,R-HSA-9605308
Disease,Diseases of DNA repair,R-HSA-9675136
Disease,Diseases of DNA repair,R-HSA-5545483
Disease,Diseases of DNA repair,R-HSA-5632927
Disease,Diseases of DNA repair,R-HSA-5632928
Disease,Diseases of DNA repair,R-HSA-5632968
Disease,Diseases of DNA repair,R-HSA-5632987
Disease,Diseases of DNA repair,R-HSA-9605310
Disease,Diseases of DNA repair,R-HSA-9616333
Disease,Diseases of DNA repair,R-HSA-9616334
Disease,Diseases of DNA repair,R-HSA-9629232
Disease,Diseases of DNA repair,R-HSA-9656249
Disease,Diseases of DNA repair,R-HSA-9663199
Disease,Diseases of DNA repair,R-HSA-9699150
Disease,Diseases of DNA repair,R-HSA-9701190
Disease,Diseases of DNA repair,R-HSA-9701192
Disease,Diseases of DNA repair,R-HSA-9701193
Disease,Diseases of DNA repair,R-HSA-9608287
Disease,Diseases of DNA repair,R-HSA-9608290
Disease,Diseases of DNA repair,R-HSA-9630221
Disease,Diseases of DNA repair,R-HSA-9630222
Disease,Diseases of DNA repair,R-HSA-9656255
Disease,Diseases of DNA repair,R-HSA-9656256
Disease,Diseases of DNA repair,R-HSA-9657050
Disease,Diseases of DNA repair,R-HSA-9709275
Disease,Diseases of DNA repair,R-HSA-9709570
Disease,Diseases of DNA repair,R-HSA-9709603
Disease,Diseases of DNA repair,R-HSA-9763198
Disease,Diseases of DNA repair,R-HSA-9704331
Disease,Diseases of DNA repair,R-HSA-9704646
Disease,Diseases of the neuronal system,R-HSA-9675143
Disease,Diseases of the neuronal system,R-HSA-2474795
Disease,Diseases of the neuronal system,R-HSA-2453864
Disease,Diseases of the neuronal system,R-HSA-6809583
Disease,Diseases of the neuronal system,R-HSA-2466712
Disease,Disorders of Developmental Biology,R-HSA-9675151
Disease,Disorders of Developmental Biology,R-HSA-9697154
Disease,Disorders of Developmental Biology,R-HSA-9005895
Disease,Disorders of Developmental Biology,R-HSA-9005891
Disease,Disorders of Developmental Biology,R-HSA-9022534
Disease,Disorders of Developmental Biology,R-HSA-9022535
Disease,Disorders of Developmental Biology,R-HSA-9022537
Disease,Disorders of Developmental Biology,R-HSA-9022538
DNA Replication,DNA Replication,R-HSA-69306
DNA Replication,DNA Replication Pre-Initiation,R-HSA-69002
DNA Replication,DNA Replication Pre-Initiation,R-HSA-68867
DNA Replication,DNA Replication Pre-Initiation,R-HSA-68962
DNA Replication,DNA Replication Pre-Initiation,R-HSA-68616
DNA Replication,DNA Replication Pre-Initiation,R-HSA-68689
DNA Replication,Synthesis of DNA,R-HSA-69239
DNA Replication,Synthesis of DNA,R-HSA-68952
DNA Replication,Synthesis of DNA,R-HSA-69052
DNA Replication,Synthesis of DNA,R-HSA-69190
DNA Replication,Synthesis of DNA,R-HSA-68949
DNA Replication,Synthesis of DNA,R-HSA-69017
DNA Replication,Synthesis of DNA,R-HSA-176974
DNA Replication,Synthesis of DNA,R-HSA-69109
DNA Replication,Synthesis of DNA,R-HSA-69186
DNA Replication,Synthesis of DNA,R-HSA-69091
DNA Replication,Synthesis of DNA,R-HSA-69183
DNA Replication,Synthesis of DNA,R-HSA-69166
